,m318,m260,m1198,m527,m858,m2762,m50,m593,m2028,m2858,m1196,m2571,m1197,m1193,m912,m608,m1617,m110,m1221,m750,m296,m541,m1136,m908,m1213,m1240,m1,m904,m919,m2396,m457,m589,m1214,m1210,m2997,m3114,m1270,m1259,m1225,m1304,m1704,m1252,m1291,m3578,m1200,m356,m923,m913,m1148,m1036,m2804,m1247,m1234,m2324,m1610,m1207,m1387,m1097,m1265,m2918,m1250,m1278,m1219,m1307,m2716,m1208,m1358,m111,m924,m1233,m1242,m969,m1230,m1961,m1222,m3147,m2692,m150,m1204,m2791,m3471,m3897,m1089,m1276,m903,m2959,m1288,m480,m1394,m745,m2000,m1580,m1090,m1294,m2355,m2599,m47,m32,m910,m2019
m235,0.5230441712548025,0.580651074568649,0.5765958950330786,0.555718821853822,0.5890419368016465,0.5382750695163618,0.6013908452798793,0.5814829665161835,0.5436983408900996,0.5816871993995306,0.5819187951567271,0.5556929370574292,0.59109580721352,0.6150803484149274,0.5655364754874692,0.6231890752111883,0.6065626858107813,0.5286771801232274,0.5986968946246362,0.6755788818876154,0.5985806004802299,0.6020178954734114,0.6383607953217241,0.6611743411761704,0.5909713494241015,0.5534154200352439,0.5615519614738262,0.6784137926485955,0.5685849046702864,0.5210198254972693,0.5286077262746507,0.5423836366500514,0.6028046516519842,0.5371189717822782,0.6689040610847823,0.582934667888781,0.5280671224167832,0.5631164597577519,0.5821606950558437,0.6065451051133918,0.4999415621694167,0.6280683395255727,0.5329368796162703,0.4485884128130408,0.5799831141107341,0.5135775076894064,0.6650587314972366,0.6558556905072785,0.6193712632913299,0.5205145466667888,0.5843303594496386,0.570774081956514,0.5992721131604369,0.5550900709319802,0.4993541736945573,0.5400769293722676,0.6090641171947497,0.5041011838357184,0.6140160079607127,0.5545178797752163,0.5714387059939388,0.6496054465345072,0.6992957332762443,0.4901025618066672,0.5807916832977862,0.6374094216583183,0.607955247672584,0.6851259980468976,0.5924155120903487,0.6156597397742776,0.6129471393895045,0.5869652177231356,0.6359801364005011,0.5543274741423417,0.648400248190263,0.4935130763426429,0.6708501478445831,0.5438604484170635,0.6354644453327921,0.6007697931072223,0.5948697760792114,0.6522323775681543,0.6503546312945849,0.6007785130678958,0.6634912180686536,0.6335596747305251,0.710197179458756,0.4842435507650373,0.6613228696886584,0.6548476476991205,0.469092133665305,0.5021337634424912,0.5895665343374632,0.5810902532008553,0.5866689732140574,0.6356646320188447,0.618615375290275,0.6428319555866817,0.6666498774351216,0.6478390423840734
m2580,0.6504189892063128,0.6051486055689665,0.629473726700508,0.5994704056567783,0.6111999812178676,0.6712483974943371,0.5898827380757986,0.6358512477920296,0.6156625204252562,0.6562738274328073,0.6305722512727796,0.603258122443922,0.5643343986299398,0.6081038486846861,0.5781284877321681,0.6249526118278986,0.5756809721363365,0.59594606968788,0.5996854869750035,0.6067583221277257,0.6555006140419819,0.6109128176059346,0.6368631649034359,0.6175100958653243,0.6238828201610908,0.5985022190139503,0.6514109672933063,0.5712856774663093,0.5417712093299634,0.6117432263869372,0.5955218242554325,0.6068587490748361,0.6299033592994464,0.5995847089604823,0.6514610791790532,0.6774579336162528,0.6094612666427746,0.6180086328768175,0.5696865405913534,0.6223956801249283,0.5901275413856378,0.5858410049351225,0.5972640859976915,0.6170670705346745,0.6071557202464408,0.6198210732779547,0.5783392562690443,0.5974446728962162,0.6247290289830274,0.6312362667432767,0.5888576128008988,0.6143656519892029,0.6199661740247219,0.5453927027987979,0.5624043272233639,0.6049586649628348,0.6124215347527865,0.5763539072320989,0.6061634075408397,0.6328060273370106,0.5880744304483616,0.6010112231772293,0.5984706252316364,0.5566378316416878,0.5719138835774737,0.6027648886427557,0.6341447243447288,0.5912059789320271,0.5832427292012621,0.604939843229763,0.5979707515053402,0.5524432336595235,0.606233401807059,0.628473525750882,0.5979144409010412,0.6020417817379878,0.7081983316251308,0.5822462366719502,0.5644928620761009,0.6369084270430936,0.5868670416303854,0.6482674662470801,0.6441520997251393,0.602560053712045,0.6147312260331946,0.6791645201985994,0.6345242000977765,0.5661261102692949,0.6384013031043223,0.5654803717188862,0.5533077074174284,0.5726242999059066,0.6014592291909666,0.5627439305555598,0.5896680770225414,0.6774368494916303,0.6081302365545612,0.6024805694122706,0.6311085318964883,0.5519379042716362
m1188,0.5828271715138573,0.5785926964853695,0.5681359862442753,0.6037415382242338,0.5735710802315879,0.5679070943636899,0.6179785957286836,0.556981556505858,0.4972210571046008,0.5904843701699908,0.5487484662619186,0.5411214125751587,0.6350507929229816,0.6333037346282657,0.649803927340055,0.6094014174026136,0.6208733588427584,0.5292872517063085,0.5208833344597054,0.6139786553233243,0.5388539776128463,0.5984257601377523,0.5900831620795869,0.6093105224192044,0.5709730307746675,0.5008589851730628,0.6057681595509746,0.6366173362412102,0.6461584925973191,0.60524167604508,0.5128923694436301,0.5048133000356338,0.5699885938663852,0.5105927528117616,0.6015800218541268,0.5998932200625692,0.5417249452366664,0.5727119179152911,0.6546480444338211,0.6058678928020594,0.5715767052116766,0.5912752733256725,0.5571357727907595,0.5854698211145806,0.5270790843920319,0.477636865272433,0.6493847814816784,0.5922811327333384,0.6746777866057525,0.5202032511757749,0.5970070878125744,0.6428430622931234,0.5978837711982425,0.5931409884449843,0.529529399251343,0.6206929503273355,0.5048345636455542,0.5399165286044896,0.5313809047910807,0.5410513251274518,0.5794683249098393,0.6378488285278276,0.5699333886308742,0.5698026380182859,0.4917365732437755,0.5512007287487133,0.643167069353247,0.5708217719326658,0.5140364590675077,0.6152518584403273,0.5418397053555677,0.6417553342101644,0.5538140473294313,0.5679614422458585,0.5358878186696654,0.5637064782068152,0.6655999372270067,0.5648895122635913,0.5875501781269715,0.5486017922901211,0.5626086338440712,0.5847275461489433,0.5243396844400585,0.6077778345333594,0.5719032406500643,0.5619561766734131,0.6382650644531997,0.4399926802768075,0.5846524256198006,0.6534750096021347,0.4797634405169615,0.4944400565530473,0.5436799820707834,0.6168999635143156,0.5161241175162995,0.6212267297261365,0.5302248711697508,0.5935182682373994,0.654225972871571,0.6627561092254992
m2359,0.6481542004455623,0.6537286029027416,0.6750612438831314,0.6972985382227408,0.6771964116679242,0.6191732584465567,0.6471901486037559,0.6161938312933162,0.6147795154159027,0.5957363712744761,0.6187913049516015,0.5972921628442948,0.6416678039701953,0.6758171343249183,0.7343459967218695,0.6088041701969564,0.6484923752748154,0.5912676697313284,0.6495104832770413,0.6089873434049602,0.5920734823093317,0.614191532724197,0.5908617117068096,0.7017230106779628,0.6432947053526956,0.5667242620636759,0.6180426537122526,0.6676496909719818,0.6395133115147997,0.6509216021417277,0.5948885275226702,0.5679068037608056,0.5819193021657315,0.6275816167151868,0.615389701536593,0.6071978348248186,0.6187067833870709,0.6463249772148774,0.6318625194359911,0.6491950456052791,0.6361537899836124,0.6537536056421736,0.6386788187701717,0.5382909397906043,0.5576477193746414,0.597603174321435,0.7000994098797031,0.7526788277767126,0.5987392184106848,0.5910525298866267,0.6490498995810333,0.6121608451066909,0.6649705869922536,0.660418888520985,0.6187762485358403,0.6982270069173717,0.6156563278368609,0.6090762809961998,0.608385362269605,0.6107116960024119,0.6897185582649826,0.5737996340269371,0.6928037253649975,0.6484196400206612,0.5313439652845445,0.5967558472637372,0.6653479779107518,0.5978767012456746,0.5164539706744542,0.6358420456904768,0.7080943205791748,0.650335569420358,0.566483720352989,0.6446866946473353,0.5962009941982729,0.6387595091085102,0.6592335622842185,0.627974689392098,0.6387121718564357,0.5456046420202428,0.6048541216775022,0.6906621450410118,0.5783361020440019,0.6043491206312326,0.657048406261433,0.6034004739739577,0.56795715078763,0.5361888831552978,0.5580281909940328,0.6380730454151926,0.5265345668810907,0.5519504633590466,0.6387567174560269,0.5997235848725964,0.6083021129179795,0.5355406259318554,0.5549267715019958,0.5879088667485846,0.6153586210909029,0.5950576898729585
m3176,0.476401984482209,0.4812227448646352,0.4346566421516839,0.4821905827633375,0.5139108232970152,0.4711494407951589,0.5105671348543429,0.4975200079292893,0.4959364126302543,0.5425864915898893,0.4706333536593923,0.473989472168282,0.4376796835562055,0.4885502943150767,0.4981508131037366,0.5529320492202412,0.5316278079103423,0.468390803847224,0.5009503178263468,0.5214516685275761,0.5273754719292246,0.5075278701851896,0.4764982998667344,0.4967527551360014,0.553949510583274,0.4557642073665961,0.4942541617385054,0.4783369686219894,0.4590510574200382,0.5152911565661381,0.4740484928070704,0.4736335002287964,0.5203829302471823,0.5013205786478687,0.5564147710589664,0.4862046705498199,0.4630457763292816,0.4959792068620335,0.5455866497008856,0.4430498712122461,0.5225798509656461,0.5292487049569624,0.4494160495543269,0.4875994331372387,0.4923315769730884,0.4499273100333154,0.4986938504262933,0.4893806704023084,0.5106192261019818,0.4342769539568725,0.4481906139476774,0.5191987055119216,0.4578313898117924,0.4869867624694518,0.4702235165090753,0.4867295845575276,0.4755826091359357,0.4554231123068982,0.5228158872869236,0.4643528120339073,0.4768689214986957,0.5022366242845482,0.5207276264997422,0.5008824933060767,0.4670979500190207,0.5243401987446927,0.532644557445825,0.5068844806769935,0.55750485045001,0.5480749175976206,0.4647967901277093,0.4807869266760642,0.5587672363393896,0.4839591153485879,0.4726702251103241,0.466468933158578,0.5221655759639305,0.4980005575604145,0.505015459382186,0.4744052122952695,0.5137171717195572,0.5777699947942495,0.4921778717174145,0.4484995957479453,0.5054220384073687,0.5290747558921353,0.523647883295762,0.4598818923110279,0.4688564165085859,0.5386513955213581,0.4380928301406811,0.5057237941159658,0.4917356126557636,0.514174718976768,0.490795675092263,0.6230355352791314,0.4771693802982341,0.5564005794371036,0.5054007991665486,0.503960179306408
m1275,0.622149992257796,0.6472202136031191,0.654028502881074,0.5532295390145924,0.5977999323384061,0.632277085209725,0.6135220735348537,0.6054274793298312,0.5979562485264397,0.574250230259987,0.6355453566808265,0.6814004218866561,0.6544210462372179,0.5423810023469258,0.5392039109609125,0.5147908204115392,0.5664454092778888,0.6358864699537495,0.6032347636312518,0.5542257581634816,0.5476823079100699,0.6668759103120708,0.6511525663578036,0.508568393910014,0.5583880175618748,0.6686762783840934,0.5724553662976721,0.5111165122039045,0.5629469278519192,0.5762160270337926,0.6033461981981909,0.591673411583247,0.6189399058573433,0.6510064315562891,0.5698511429941971,0.5513181403498386,0.5672136041164677,0.5506896607922548,0.5628991103551018,0.557995912200643,0.5712557572703816,0.4904139096643583,0.6424465419156767,0.6143024731224335,0.6464776666690146,0.579919206475443,0.5123362627562389,0.5515919499577951,0.6329974209731101,0.6047522549860698,0.5755324402918041,0.5097196171336275,0.6226491961348434,0.570839818856831,0.6406801432009384,0.4957022135305222,0.5554054574272962,0.552366032775504,0.5813144821111006,0.6190346655432557,0.5564517282202656,0.5976783572241627,0.5167280803695571,0.5799987908583053,0.621646176505579,0.5621321215631435,0.5406105799350897,0.5459845452686214,0.6107775022766925,0.5316775111082668,0.567489669291207,0.5481118464571353,0.4443610981857333,0.5155362230845708,0.5999262511004552,0.6075479770779061,0.6119526914050153,0.5799338737922133,0.5573220136192586,0.5798637791923004,0.5625060271125641,0.4692473366111063,0.5866143799846665,0.5826936832135929,0.4974015535727895,0.5811034522100756,0.6188757436129809,0.5736360633009253,0.5575155669943287,0.6366745091006891,0.6380531982667013,0.5798610763958573,0.5995898787144647,0.5713419380209344,0.5528436467012765,0.5025425370335137,0.5524537518038769,0.5983199051591669,0.4509232106143193,0.5917106065271871
m2108,0.555353322900478,0.5735729833463379,0.5739889298866909,0.5247890868095993,0.5404134094465987,0.5343112075559181,0.5772180753381048,0.5295481458299496,0.5036730346649372,0.5745411424918614,0.5752041017639842,0.5724924473434387,0.599882337386119,0.5441123933607663,0.5891208876517334,0.5493711221845726,0.5762304738526013,0.527857237090128,0.5268410321984855,0.6257736478348793,0.5777142974469535,0.5854967306519677,0.5828640100078073,0.5693376490686719,0.5667383437248696,0.5265963321013251,0.5480010821512905,0.5585634569241309,0.5293026282522633,0.5597779000493384,0.5488611081201666,0.5411257806024581,0.5785824171098932,0.5351729614883121,0.5874319012988728,0.5389945270451649,0.5359527492999245,0.5517501486507452,0.5275977098192315,0.5331255800678275,0.54304819502649,0.5533989163089943,0.5788904015722984,0.5184338783303031,0.5340034841952861,0.4731986723583214,0.5536521852543725,0.5807798645677504,0.6376379868479249,0.5523640451579226,0.5598596154676672,0.5289095340980762,0.5537975283973842,0.5573386093994388,0.55270135206814,0.5145366700063254,0.5170293361389232,0.5010859302752174,0.5698348790537318,0.6000614574826855,0.5245325163512308,0.572949303363518,0.5264429576437006,0.5643995833744521,0.5658605881635396,0.5799982242215583,0.5354138525797515,0.5272339732460591,0.5433223821315606,0.5289834156383347,0.4862636389313489,0.5421881254601866,0.5595284279511853,0.4873397415796973,0.5578407921640699,0.4933162789515047,0.6093471588248578,0.5249832272320606,0.5653208788275192,0.5407100866909033,0.5333537095982873,0.5819488731986047,0.5150476612144387,0.5365140314436689,0.5344939388427667,0.6055335231854769,0.5858918538454951,0.4707527824829469,0.5403328621430762,0.6308081184536015,0.5142086965599011,0.5480521959457177,0.5455647642822904,0.5604260460190856,0.557305103038126,0.5828284535982756,0.5433456085281801,0.6269136520367525,0.531010361641051,0.6068181525125605
m902,0.6880796646603133,0.6444684022050098,0.6309620207658565,0.652701177772632,0.648345335944581,0.6295436486069356,0.6994576685072096,0.6085765189221741,0.5887702970564616,0.6356487770715162,0.6577353947738632,0.5863467733011986,0.6462882055758937,0.6609730120528385,0.656353986106891,0.6232357274419585,0.6065081432606435,0.6204729983521715,0.6235204817078244,0.6436437619043935,0.6370540136635163,0.6262594435085792,0.6184094150941774,0.6877612903885785,0.6313695750788263,0.5786758275909597,0.5517170229425908,0.6512728228656464,0.6253987786781604,0.6380667357660177,0.5915333134067754,0.5332912806626362,0.6172550066201102,0.6379620598491171,0.604882385233672,0.526079802645782,0.5312725874949292,0.6158558692112719,0.6615395246550787,0.5906567607568037,0.6616416337496023,0.5989327756411204,0.623614886961509,0.618425157025307,0.5913813290572149,0.5924545663441874,0.6761934970095037,0.635277948619662,0.6038614426847996,0.5475814258677377,0.6208941857151181,0.6530238475003125,0.6036423535131104,0.7016902023233359,0.6059938728406965,0.6454316975404157,0.5918957323951346,0.598162325754102,0.5563832670173202,0.5881410922081165,0.6445129138297947,0.6047057643816582,0.6191460180666601,0.6269306532818657,0.514981343098462,0.6410535743436914,0.6355518106701447,0.6330190890149145,0.5715986674731351,0.6029113695850783,0.6326827599173812,0.6403650227783532,0.6407272938854023,0.6362733964366968,0.6371112020906418,0.5652509145459442,0.694988955535176,0.5910458948642727,0.6109484237619728,0.5056211125733112,0.5876583337723548,0.6852227334500713,0.6166256989961573,0.638729112846647,0.6728130533491301,0.5822901568307837,0.5494189766036618,0.5034852830148834,0.5555884723933472,0.6213375535782585,0.5355591449994592,0.5476946031436056,0.5849300244467986,0.6369801837920713,0.5199021020727093,0.5786985925723258,0.5678084734377189,0.6493370775149927,0.6462562075289959,0.6395658549298313
m2949,0.6354898836746303,0.6773000445386468,0.6840189156452797,0.6345592666659504,0.6770276664688025,0.6182861615930798,0.6492379497302722,0.6480767760845719,0.6046371750580704,0.5987259989825727,0.6709355147799214,0.6032860144870067,0.6274972680048074,0.612307172764215,0.6776379471159526,0.6221571187136136,0.6178454997739716,0.6271229429945872,0.6593075552011165,0.6421738485321506,0.6509435241080074,0.6476283966995777,0.6595918360821182,0.6648448527879113,0.6407239069932931,0.6544138396058087,0.6181368234527861,0.6923529051128077,0.6149509596660874,0.5787574413167315,0.6732488740704679,0.6280512037933591,0.6364795657038783,0.6562123599572331,0.5352454874876226,0.6089718064278566,0.6320307259971198,0.6360028024979051,0.5996615796973629,0.6945948630395969,0.5811689755692522,0.658639900843018,0.6959768222112024,0.586393189911593,0.6113347521939245,0.6168165119883853,0.6413812043010341,0.7134890486360903,0.6413679337942282,0.6669944131260417,0.6444025595321419,0.6255179384732675,0.6708124079278519,0.6011999293298302,0.6389805988548252,0.6213673834956057,0.6485885613648072,0.584998109643734,0.605097803180324,0.6008654022622288,0.6680794812447637,0.6995421582622188,0.667733445103705,0.613792674991063,0.631745262239284,0.6988787070096547,0.6223493746292713,0.6019532247942424,0.6116836163960067,0.6832040039601442,0.6574345385142262,0.6497575472354391,0.5598534318459689,0.5862184737632007,0.623445594543352,0.6484890925297893,0.6074368135240887,0.6148280570775102,0.6595300100069963,0.6668356710605035,0.6230420867780339,0.5866758095498158,0.5988601484367213,0.6583083947676618,0.6754480389173318,0.5679112495578954,0.634887774480149,0.6136994780657505,0.5406087365473812,0.6624339369176537,0.6312924124768654,0.5933698571817151,0.6725346715903623,0.6553098650026872,0.5893224469390753,0.5114605591803358,0.5663433262559554,0.5972414831945201,0.6952499096772145,0.667599367965189
m555,0.6879939189706633,0.650704794783358,0.6794331193579378,0.6546847686682689,0.6734022249340801,0.6844209947527504,0.7239541401955512,0.7040821292203745,0.6604900858996567,0.6942870662148694,0.6842787444445848,0.6463639807131621,0.6452786904924591,0.696021697130678,0.6126466203502284,0.6780815056765743,0.6679889080380002,0.6726714006323978,0.6808060298405133,0.6470780843851907,0.7370906694406113,0.6720992976784443,0.6815333555699175,0.6277441581141558,0.7041245204093607,0.6860176058849932,0.5652064143702803,0.6321857891762301,0.5801783635972813,0.5819627479198719,0.6143339003515382,0.6618860104297271,0.6859265994931646,0.6334229172219624,0.6570519061125139,0.5750355374091122,0.6485652076365565,0.6707595825597548,0.6166828374477232,0.6480556481748136,0.7090100267423215,0.6411051292339695,0.6412268818722082,0.602806162447151,0.6979207598663373,0.6188635562197734,0.621166808030549,0.6101261496403954,0.576621838689383,0.704900538688429,0.6261757802457941,0.6149926235277036,0.6733894753172208,0.6247027557391547,0.5579339078738355,0.6172994848880786,0.6732657288637018,0.6061246793179941,0.6204295474804179,0.6817992534597084,0.6551579480831257,0.6014058137689284,0.6581137236207075,0.6357374912833962,0.6342152444496074,0.6449300836878772,0.6850178918298376,0.6512404672535765,0.5772278791301644,0.6186348142596347,0.6423223675708716,0.5770725551019672,0.6252661611487083,0.6489423582969571,0.6851908123972118,0.6648843455212246,0.639790859450079,0.5858695038594568,0.6054669259446738,0.6329806385497136,0.6298172125358349,0.6592839768146832,0.7770227017759689,0.6657736303646516,0.6102004919917697,0.6769319576665273,0.6712238074538257,0.5721564988269912,0.6307513744276616,0.5821677170411923,0.632887041570845,0.492553054759444,0.6762951931716331,0.6192298914289056,0.5960169936911521,0.6253953510141256,0.7040438914696061,0.6568149316523982,0.5218829697111608,0.6274639870051266
m2407,0.5304706992323492,0.5062765695534025,0.5294289442928826,0.5341278725165574,0.4874691066197814,0.5379931729088785,0.4464228365539154,0.5018377176280696,0.5652553395602804,0.4552904595085157,0.4934321678581846,0.5066140424201704,0.5205244008758056,0.5041234565393782,0.5422979125791724,0.4926452795447535,0.4925527401612866,0.5506654959207912,0.4884634631685312,0.4642227705710671,0.4843310618626244,0.4493973436518548,0.4480610447686299,0.5385883523402757,0.4910739388697762,0.5507523492303801,0.5942647333280576,0.553329734810852,0.5570889655633589,0.521229544200078,0.569106181964705,0.5541342575358641,0.5083249192667963,0.5386996203086808,0.4364164306296132,0.5464347788427792,0.6239421322264966,0.5392762916320303,0.5246788475170248,0.5490296692047351,0.5300886073306232,0.4888382647992822,0.5425524908310095,0.4775039169900286,0.5186843236361042,0.5879342265774029,0.5215134513440522,0.4760320124411622,0.4268489050676761,0.5825529110242114,0.5380244851617204,0.4853060491677226,0.5644772204821775,0.4973026103057859,0.5544148405856814,0.5418083789666094,0.5631071976131065,0.6253860206908117,0.5211226904101425,0.5387170250006111,0.5465280989774728,0.5113268326456647,0.5488501980240691,0.5460796044194604,0.5693223214723383,0.4802535443483412,0.5339427635202006,0.4759131910588457,0.4639914989704028,0.5046954185677105,0.5732111521211734,0.5633171288184322,0.4215494573304954,0.5642918246073002,0.5068933615080577,0.5646946696447099,0.3970886135130413,0.5719843032781586,0.5116370521652774,0.5028293279357572,0.6046988879456723,0.5380982007059215,0.482423210568394,0.5185189385666472,0.5004197504225721,0.446854306653824,0.4409385251726515,0.5744886683268919,0.4701352363583085,0.4337823720975759,0.6294204674019915,0.5709429308128661,0.5140559153009329,0.5564875598809725,0.5292943972901946,0.454219637441231,0.4961238064898489,0.4591854988866287,0.5881506114487567,0.483862635794229
m2872,0.555865729334979,0.6188856103070604,0.6239154511749816,0.5585211224774851,0.6242032038858086,0.5690139117642423,0.5979800304879976,0.5685149646307913,0.5983719253818491,0.6090679306043117,0.6136163921530812,0.6085625310493409,0.6096243567038377,0.6110544189309213,0.5641219170417652,0.5520107252995876,0.6057082889272326,0.6354488879557053,0.6385808440785984,0.616863973430935,0.6065994352701355,0.6346879833858355,0.5855372047883208,0.5492259282260732,0.6382688823802514,0.6088596441268277,0.5559864473319998,0.5824102183048928,0.5654086257685296,0.5314470065722137,0.5878006488171984,0.5924099671855045,0.6136137637456007,0.6056669398842865,0.5179644362412662,0.579288669446572,0.5636663945010151,0.6096101386671324,0.6043580073616657,0.6067034248030567,0.5973989512453455,0.6025344772208743,0.589417008746335,0.6083087031825823,0.623210707341928,0.5615906852631178,0.5434992767806857,0.5802179593616441,0.5271067013444574,0.5982466967802716,0.60035797796426,0.5640653736505585,0.5979808514851954,0.5606876053295897,0.6063654588907814,0.5928457984003734,0.6062542698096287,0.5481206979304001,0.5737729473879042,0.5641137839535812,0.5785481161871673,0.5444935368772157,0.5624216665877929,0.5706732344865618,0.5958614560600181,0.6398105897866638,0.5584132462644967,0.5784963574827587,0.5867018787885885,0.6126734558257166,0.6173714512236166,0.5795063307564702,0.6090458823199729,0.5713985909370805,0.6175244105662789,0.6118281210103487,0.5696785021287591,0.5333084178816503,0.5671702946192001,0.5636017808436375,0.5401186787551492,0.5853119031191234,0.6080041229921406,0.6189655962446217,0.5552840932517319,0.569370979156525,0.6029088047065221,0.5555263276965046,0.5750854957040971,0.5940516018972268,0.609234217149023,0.5256463584804753,0.6432445992712185,0.6023433774995595,0.585937725536581,0.51278155006309,0.5824806932371536,0.5581390823056928,0.5613800612040273,0.6382796840882718
m337,0.6439957666614972,0.596855183368091,0.6089607868141018,0.6425065663944036,0.6191413585964987,0.6235503177137125,0.6534199829020582,0.6145881142250709,0.6160946857425454,0.6622461502425454,0.5910351781889873,0.5976510761443402,0.6113274119764287,0.6911104206240066,0.603478101524963,0.6773964771567754,0.6482624369036994,0.609609061338917,0.5829784215116649,0.630334275541201,0.6482986520294611,0.6543368521331644,0.6292658564427013,0.6434046283070424,0.6211452317883506,0.5907135318133285,0.6212808206553573,0.6156819979767733,0.6158647242996816,0.5853309361082706,0.5508201701925826,0.5542126323587842,0.6404814637687128,0.5596324304345915,0.675171760805762,0.6330299226710782,0.5894124802628491,0.6915517114764922,0.6265810908174988,0.5991664928374231,0.6359227932012409,0.6020405359732974,0.569031134134304,0.5241799249921775,0.62516106548463,0.5436481819766839,0.6434524824407399,0.6242600112677333,0.6390526572302234,0.5789023695278673,0.6365501908244092,0.6653183181278552,0.6191886238243869,0.6122665798132637,0.5563240513003418,0.6737195212220544,0.5925786353058298,0.6037785180716357,0.588894603295843,0.6085179004623206,0.657664508337567,0.5815279752402291,0.6243432044301245,0.5932740630980204,0.5576675169968673,0.6383483347775194,0.6913870728080987,0.6680682581552133,0.5724216665076765,0.6823788463222766,0.6691176236553843,0.552723264819265,0.6383847080550051,0.6498552799741942,0.6213567778832048,0.6096706256639804,0.6871237363323713,0.5876392740289618,0.6092267462213065,0.5636478754621012,0.6285149353906835,0.6838848664504549,0.6801150377781174,0.6454752653753659,0.6433392096978144,0.6319569836139215,0.6353914301618475,0.4940585241750596,0.6533166665692696,0.6513742309501283,0.53077466810737,0.5330183588115452,0.6581551905577792,0.5816242438667638,0.6139158561644718,0.6183323317595086,0.6674790941462866,0.6660565257927851,0.6521014002192913,0.5670320926840036
m930,0.7382030336517816,0.7639156108494068,0.7632844659901366,0.7212359575237388,0.7979674120026319,0.696732404353177,0.7831873977909636,0.7259794416441717,0.6425457728354718,0.703940090639524,0.7327286889329555,0.6258779833111863,0.6899296244337775,0.737874952340465,0.8168801874747301,0.7424531416763741,0.7259294061194838,0.5972728439358007,0.7661486259657322,0.8085756230390696,0.7088482513723748,0.7340144552526576,0.7115390823951455,0.8498718254171401,0.7562109937818732,0.6456462413229033,0.7011114310610357,0.8382187322071619,0.7523720337171064,0.65763325056793,0.7270871964910358,0.6317949175579666,0.6711278554356175,0.5798744720233637,0.7146204144482363,0.7211295780128959,0.5648261276626753,0.6347328271797695,0.7316607345113039,0.7622976649304906,0.6298022290344185,0.7766184552871062,0.6257368033131958,0.5071220914621362,0.6931398158818614,0.4971440171541212,0.8155572471511037,0.788407648997061,0.7887093178780276,0.6135930356370756,0.744730137238021,0.7925597381037053,0.8077771756226519,0.6339257107116248,0.6216283225987391,0.7878642070050945,0.7434140791916338,0.6282413937005977,0.6570751789631244,0.6195873834226039,0.7909364526097316,0.7808731599776959,0.7851558417928595,0.5860447396730113,0.6229898318843202,0.7478579814720872,0.6732799019281359,0.7244656789322729,0.7044413913582497,0.8001853852640819,0.6627000129020593,0.804571924779715,0.7286157101078895,0.6439264389518571,0.6844975481860207,0.6669492935914243,0.7251728281166883,0.649523101140094,0.7687374395871631,0.6958334173827866,0.7029106244631316,0.694685029411715,0.6848995980997441,0.7494404461674102,0.7966057119919127,0.6544192934704868,0.714161431384932,0.5025600458789138,0.6856473938196118,0.7920647273153059,0.5142703298155252,0.4986915524208707,0.6772651919228858,0.7436261173330954,0.6065330896849513,0.6558184931068118,0.609194902714658,0.6095227294378027,0.7833155754466585,0.7639896545425038
m1104,0.710419593127253,0.6942198513550926,0.6799476068014892,0.7439651677146839,0.7642635950766955,0.6350286334541254,0.7034111934047993,0.6806167409287013,0.6567037205778687,0.7005577114786761,0.6514867795862779,0.645048006675283,0.6907609925057198,0.7986693660905961,0.7796852726297699,0.7200648729832604,0.7289112932582429,0.590444756899893,0.7369634654278181,0.7588033607028806,0.682706117251602,0.7157169668088692,0.6956235336179599,0.7785617170197288,0.7040042658844534,0.6250300079563942,0.6303701310962762,0.8016980830821602,0.7065142354822402,0.6500043820503754,0.6030395420651371,0.591527267451191,0.6672032747975056,0.578629838139212,0.7187866004497231,0.6749440859301508,0.5763879189520416,0.6097712743696492,0.7405988197950109,0.7241680185400727,0.6041098261230219,0.7814583438431725,0.5512678757538247,0.5248937881458509,0.6470153134539219,0.5531108255134757,0.7809788104990416,0.7794782403942907,0.7106529242332449,0.5585204070276133,0.6454896261438192,0.7796530110193503,0.7071809613705581,0.6335386890662215,0.6111545814426251,0.800760821590304,0.6386500788358901,0.5822703558587945,0.6306124556122265,0.5665709455653518,0.7801155052816418,0.649909733337104,0.7482800806256908,0.6025211311057094,0.5476869581874327,0.7265869945301143,0.7044092497305399,0.779567666538596,0.6455692511297227,0.7476341867212439,0.6451436051323235,0.6990891910379216,0.7445778044286249,0.6367520592594639,0.6585317848275722,0.5827416574273743,0.7103281080265309,0.559914086651507,0.7652111889489699,0.5868580660922473,0.615153574200006,0.6632357647920102,0.6771175089326159,0.7354962021583801,0.7959622758528303,0.616660937493755,0.7477781901128084,0.4673494482630824,0.6783745551758998,0.7562860552907009,0.4512750708581391,0.4555972071667296,0.6421673983657787,0.7241959772163009,0.5984793769999026,0.6551253955813983,0.5777038442527953,0.6745203945793455,0.7386423812126481,0.7951573100210652
